"nav","nav_date","scheme_id","fund_house","scheme_name","pay_out","type","category","sub_category"
"1005.7164","2018-01-31","105461","Principal Mutual Fund","Principal Low Duration Fund -Daily Income Distribution CUM Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1006.8812","2018-01-31","102723","Principal Mutual Fund","Principal Low Duration Fund - Weekly Income Distribution CUM Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1006.9587","2018-01-31","119446","Principal Mutual Fund","Principal Low Duration Fund - Direct Plan - Weekly Income Distribution CUM Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1143.6055","2018-01-31","119447","Principal Mutual Fund","Principal Low Duration Fund - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option","INF173K01FT4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2818.1543","2018-01-31","119448","Principal Mutual Fund","Principal Low Duration Fund - Direct Plan - Growth Option","INF173K01FS6","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1007.4134","2018-01-31","119445","Principal Mutual Fund","Principal Low Duration Fund - Direct Plan - Daily Income Distribution CUM Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.1102","2018-01-31","138425","PGIM India Mutual Fund","PGIM India Low Duration Fund- WEEKLY DIV","INF663L01IE8","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.2449","2018-01-31","138424","PGIM India Mutual Fund","PGIM India Low Duration Fund- MONTHLY DIV","INF663L01HR2","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"18.1267","2018-01-31","138435","PGIM India Mutual Fund","PGIM India Low Duration Fund- Bonus Option","INF663L01JQ0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0443","2018-01-31","138432","PGIM India Mutual Fund","PGIM India Low Duration Fund INSTITUTIONAL-Daily","INF663L01JO5","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0818","2018-01-31","138431","PGIM India Mutual Fund","PGIM India Low Duration Fund INSTITUTIONAL -Weekly","INF663L01JP2","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"21.396","2018-01-31","138427","PGIM India Mutual Fund","PGIM India Low Duration Fund INSTITUTIONAL -GR","INF663L01JN7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.7956","2018-01-31","138429","PGIM India Mutual Fund","PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV","INF223J01986","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.1667","2018-01-31","138438","PGIM India Mutual Fund","PGIM India Low Duration Fund DIV OPTION","INF663L01IA6","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"12.9367","2018-01-31","138448","PGIM India Mutual Fund","PGIM India Low Duration Fund - Monthly Bonus Option","INF663L01JT4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"23.4278","2018-01-31","138423","PGIM India Mutual Fund","PGIM India Low Duration Fund - GR","INF663L01HV4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.1494","2018-01-31","138426","PGIM India Mutual Fund","PGIM India Low Duration Fund - FORTNIGHTLY DIV","INF663L01HT8","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.225","2018-01-31","138446","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Weekly Dividend","INF663L01HG5","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.244","2018-01-31","138445","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Quarterly Dividend","INF663L01HI1","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.1076","2018-01-31","138439","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Monthly Dividend","INF663L01HK7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"13.1274","2018-01-31","138447","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Monthly Bonus","INF663L01JR8","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"13.9166","2018-01-31","138450","PGIM India Mutual Fund","PGIM India Low Duration Fund  -  Annual  Bonus","INF663L01HD2","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"24.0926","2018-01-31","138443","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Growth","INF663L01HE0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.1505","2018-01-31","138442","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Fortnightly Dividend","INF663L01HM3","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0271","2018-01-31","138441","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Daily Dividend","INF663L01HF7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"12.9738","2018-01-31","138444","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Plan - Annual Dividend","INF663L01HO9","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.5102","2018-01-31","138452","PGIM India Mutual Fund","PGIM India Low Duration Fund - Direct Dividend","INF663L01HW2","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0271","2018-01-31","138430","PGIM India Mutual Fund","PGIM India Low Duration Fund - DAILY DIV","INF663L01HQ4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.9964","2018-01-31","138437","PGIM India Mutual Fund","PGIM India Low Duration Fund - ANNUAL DIV","INF663L01HY8","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1753.6327","2018-01-31","107695","Mirae Asset Mutual Fund","Mirae Asset Savings Fund-Regular Plan- Growth","INF769K01846","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1672.6942","2018-01-31","107696","Mirae Asset Mutual Fund","Mirae Asset Savings Fund-Regular Plan- Weekly Dividend","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1671.8773","2018-01-31","107698","Mirae Asset Mutual Fund","Mirae Asset Savings Fund-Regular Plan- Daily Dividend","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.3544","2018-01-31","134421","L&T Mutual Fund","L&T Low Duration Fund - Direct Plan - Annual IDCW","INF917K01VV7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.7583","2018-01-31","118134","L&T Mutual Fund","L&T Low Duration Fund-Regular Plan - IDCW","INF677K01460","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"18.4691","2018-01-31","118133","L&T Mutual Fund","L&T Low Duration Fund-Regular Plan - Growth","INF677K01452","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.0555","2018-01-31","119808","L&T Mutual Fund","L&T Low Duration Fund-Direct Plan-IDCW","INF917K01GK1","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"18.7467","2018-01-31","119809","L&T Mutual Fund","L&T Low Duration Fund-Direct Plan-Growth","INF917K01GM7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"11.3171","2018-01-31","134422","L&T Mutual Fund","L&T Low Duration Fund - Regular Plan - Annual IDCW","INF917K01VX3","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1199.158","2018-01-31","133811","Kotak Mahindra Mutual Fund","Kotak Low Duration Fund- Direct Plan- Weekly Reinvestment of Income Distribution cum capital withdrawal option","INF178L01BA0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1315.4957","2018-01-31","104727","Invesco Mutual Fund","Invesco India Treasury Advantage Fund - Bonus","INF205K01IE0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1014.6568","2018-01-31","133807","Kotak Mahindra Mutual Fund","Kotak Low Duration - Regular Plan-Weekly Reinvestment of Income Distribution cum capital withdrawal option","INF178L01236","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1340.7875","2018-01-31","120569","Invesco Mutual Fund","Invesco India Treasury Advantage Fund - Direct Plan - Bonus","INF205K01NU6","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2367.884","2018-01-31","130794","Invesco Mutual Fund","Invesco India Treasury Advantage Fund - Annual Bonus","INF205K01P35","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0021","2018-01-31","104342","HSBC Mutual Fund","HSBC Low Duration Fund - Daily IDCW","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0822","2018-01-31","120065","HSBC Mutual Fund","HSBC Low Duration Fund - Direct Monthly IDCW","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"15.6242","2018-01-31","120066","HSBC Mutual Fund","HSBC Low Duration Fund - Direct Growth","INF336L01EG5","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0018","2018-01-31","104343","HSBC Mutual Fund","HSBC Low Duration Fund - Weekly IDCW","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0502","2018-01-31","104352","HSBC Mutual Fund","HSBC Low Duration Fund - Regular Monthly IDCW","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"17.0747","2018-01-31","104349","HSBC Mutual Fund","HSBC Low Duration Fund - Inst.Plus - Daily IDCW","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"15.076","2018-01-31","104344","HSBC Mutual Fund","HSBC Low Duration Fund  - Growth","INF336L01AH1","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"21.8537","2018-01-31","104350","HSBC Mutual Fund","HSBC Low Duration Fund  - Regular - Growth","INF336L01AP4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2024.4576","2018-01-31","140205","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Regular Plan - Fortnightly Dividend Option","INF754K01GB7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1007.12","2018-01-31","140202","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Retail Plan - Weekly Dividend Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1042.3671","2018-01-31","140204","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Retail Plan - Monthly Dividend Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1836.9344","2018-01-31","140201","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Retail Plan - Growth Option","INF754K01FV7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1003.53","2018-01-31","140200","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Retail Plan - Daily Dividend Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1006.38","2018-01-31","140209","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Regular Plan - Weekly Dividend Option","INF754K01GA9","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1004.5222","2018-01-31","140206","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Regular Plan - Monthly Dividend Option","INF754K01GC5","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2049.122","2018-01-31","140207","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Regular Plan - Growth Option","INF754K01FQ7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1387.0295","2018-01-31","140214","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Regular Plan - Dividend Option","INF754K01FB9","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1000.89","2018-01-31","140208","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Regular Plan - Daily Dividend Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1006.38","2018-01-31","140219","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Direct Plan - Weekly Dividend Option","INF754K01FL8","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2049.5486","2018-01-31","140218","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Direct Plan - Monthly Dividend Option","INF754K01FN4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2072.0764","2018-01-31","140220","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Direct Plan - Growth Option","INF754K01FD5","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2047.1953","2018-01-31","140223","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Direct Plan - Fortnightly Dividend Option","INF754K01FM6","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1008.25","2018-01-31","140222","Edelweiss Mutual Fund","Edelweiss Low Duration Fund - Direct Plan - Daily Dividend Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0111","2018-01-31","113478","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Income Distribution cum Capital Withdrawal Option","INF251K01DO4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0213","2018-01-31","113477","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Income Distribution cum Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0119","2018-01-31","117947","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION FUND MONTHLY Income Distribution cum Capital Withdrawal OPTION","INF251K01DU1","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"25.7607","2018-01-31","117945","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION FUND GROWTH OPTION","INF251K01DQ9","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0604","2018-01-31","117944","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION FUND DAILY Income Distribution cum Capital Withdrawal OPTION","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0217","2018-01-31","120010","BNP Paribas Mutual Fund","BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option","INF251K01GL3","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10","2018-01-31","120009","BNP Paribas Mutual Fund","BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option","INF251K01GN9","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"25.1891","2018-01-31","113476","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option","INF251K01DL0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0499","2018-01-31","113483","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Income Distribution cum Capital Withdrawal Option (Compulsory Reinvestment)","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0208","2018-01-31","117946","BNP Paribas Mutual Fund","BNP PARIBAS LOW DURATION FUND WEEKLY Income Distribution cum Capital Withdrawal OPTION","INF251K01DS5","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"26.6443","2018-01-31","120008","BNP Paribas Mutual Fund","BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option","INF251K01GJ7","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"10.0835","2018-01-31","120007","BNP Paribas Mutual Fund","BNP Paribas LOW DURATION Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1000.4171","2018-01-31","112026","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Regular Plan - Weekly IDCW Option","INF955L01419","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1001.5234","2018-01-31","112027","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Regular Plan - Monthly IDCW Option","INF955L01393","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1955.2937","2018-01-31","112031","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Regular Plan - Growth Option","INF955L01385","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1006.593","2018-01-31","112025","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Regular Plan - Daily IDCW Option","INF955L01369","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1000.4217","2018-01-31","112033","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Plan A- Weekly IDCW Option","INF955L01328","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1033.7578","2018-01-31","112034","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Plan A- Quarterly IDCW Option","INF955L01BM6","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1001.5235","2018-01-31","112035","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Plan A- Monthly IDCW Option","INF955L01344","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2004.9761","2018-01-31","112029","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Plan A- Growth Option","INF955L01310","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1030.7119","2018-01-31","112032","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund- Plan A- Daily IDCW Option","INF955L01294","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1000.4373","2018-01-31","119409","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund - Plan B (Direct) - Weekly IDCW Option","INF955L01BI4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1041.6674","2018-01-31","119439","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund - Plan B (Direct) - Quarterly IDCW Option","INF955L01BK0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1001.5837","2018-01-31","119411","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund - Plan B (Direct) - Monthly IDCW Option","INF955L01BG8","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"2038.1658","2018-01-31","119410","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund - Plan B (Direct) - Growth Option","INF955L01BF0","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1990.4614","2018-01-31","125136","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund - Plan A - Bonus Option","INF955L01DZ4","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1008.8997","2018-01-31","119309","Baroda BNP Paribas Mutual Fund","Baroda Treasury Advantage Fund - Plan B (Direct) - Daily IDCW Option","INF955L01BE3","Open Ended Schemes","Debt Scheme","Low Duration Fund"
"1020.0264","2018-01-31","107332","Principal Mutual Fund","Principal Ultra Short Term Fund-Weekly Income Distribution CUM Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1960.5265","2018-01-31","119474","Principal Mutual Fund","Principal Ultra Short Term Fund- Direct Plan -Growth Option","INF173K01HI3","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1938.1705","2018-01-31","107328","Principal Mutual Fund","Principal Ultra Short Term Fund-Growth Option","INF173K01CU9","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1005.43","2018-01-31","107329","Principal Mutual Fund","Principal Ultra Short Term Fund-Daily Income Distribution CUM Capital Withdrawal Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1061.314","2018-01-31","107330","Principal Mutual Fund","Principal Ultra Short Term Fund-Monthly Income Distribution CUM Capital Withdrawal Option","INF173K01CB9","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1061.6184","2018-01-31","119475","Principal Mutual Fund","Principal Ultra Short Term Fund- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Monthly","INF173K01HK9","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1004.5325","2018-01-31","119188","Navi Mutual Fund","Navi Ultra Short Term Fund - Direct Plan Weekly IDCW - Payout","INF959L01BI6","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1019.7341","2018-01-31","119187","Navi Mutual Fund","Navi Ultra Short Term Fund - Direct Plan Monthly IDCW Payout","INF959L01BF2","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1865.4978","2018-01-31","112408","Navi Mutual Fund","Navi Ultra Short Term Fund - Regular Plan-Growth Option","INF959L01BH8","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1003.8041","2018-01-31","112658","Navi Mutual Fund","Navi Ultra Short Term Fund - Regular Plan Weekly IDCW","INF959L01BQ9","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1001.4332","2018-01-31","112649","Navi Mutual Fund","Navi Ultra Short Term Fund - Regular Plan Monthly IDCW","INF959L01BN6","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1005.46","2018-01-31","112648","Navi Mutual Fund","Navi Ultra Short Term Fund - Regular Plan Daily IDCW","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1917.738","2018-01-31","119186","Navi Mutual Fund","Navi Ultra Short Term Fund - Direct Plan-Growth Option","INF959L01BC9","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1006.65","2018-01-31","119185","Navi Mutual Fund","Navi Ultra Short Term Fund - Direct Plan Daily IDCW - ReInvestment","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.9022","2018-01-31","112424","L&T Mutual Fund","L&T Ultra Short Term Fund-Regular Plan - Weekly IDCW","INF917K01AV1","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.2568","2018-01-31","112425","L&T Mutual Fund","L&T Ultra Short Term Fund- Regular Plan - Daily IDCW","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"12.8343","2018-01-31","119851","L&T Mutual Fund","L&T Ultra Short Term Fund-Direct Plan -Monthly IDCW","INF917K01HU8","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"12.6988","2018-01-31","112475","L&T Mutual Fund","L&T Ultra Short Term Fund - Regular Plan - Monthly IDCW","INF917K01AQ1","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"21.155","2018-01-31","112461","L&T Mutual Fund","L&T Ultra Short Term Fund - Regular Plan -Semi Annual IDCW","INF917K01AO6","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"28.4228","2018-01-31","119849","L&T Mutual Fund","L&T Ultra Short Term Fund-Direct Plan - Growth","INF917K01HS2","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.439","2018-01-31","119848","L&T Mutual Fund","L&T Ultra Short Term Fund- Direct Plan - Daily IDCW","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"11.0621","2018-01-31","119850","L&T Mutual Fund","L&T Ultra Short Term Fund- Direct Plan- Weekly IDCW","INF917K01HZ7","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"26.924","2018-01-31","112422","L&T Mutual Fund","L&T Ultra Short Term Fund -Regular - Cumulative","INF917K01AN8","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"27.979","2018-01-31","112423","L&T Mutual Fund","L&T Ultra Short Term Fund - Regular Plan - Growth","INF917K01AS7","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"15.2614","2018-01-31","129926","L&T Mutual Fund","L&T Ultra Short Term Fund - Regular Plan - Bonus","INF917K01QJ2","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"15.5035","2018-01-31","129925","L&T Mutual Fund","L&T Ultra Short Term Fund - Direct Plan - Bonus","INF917K01QK0","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.164","2018-01-31","119752","Kotak Mahindra Mutual Fund","Kotak Savings Fund-Weekly Weekly Reinvestment of Income Distribution cum capital withdrawal option- Direct","INF174K01JR8","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.1481","2018-01-31","102590","Kotak Mahindra Mutual Fund","Kotak Savings Fund -Weekly Weekly Reinvestment of Income Distribution cum capital withdrawal option","INF174K01FF1","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"13.6826","2018-01-31","122318","JM Financial Mutual Fund","JM Money Manger Fund - Super Plan (Direct) Bonus Option Principal Units","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"24.4458","2018-01-31","104267","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan - Growth option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"14.7266","2018-01-31","122321","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan - Bonus Option - Principal units","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.6578","2018-01-31","120453","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan (Direct) - Weekly Dividend Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"24.5823","2018-01-31","120461","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan (Direct) - Growth Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.362","2018-01-31","120456","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan (Direct) - Fortnightly Dividend Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.1079","2018-01-31","120464","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan (Direct) - Daily Dividend Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"14.8016","2018-01-31","122320","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan (Direct) - Bonus Option - Principal units","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"24.3735","2018-01-31","104269","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan - Growth Plan","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.6452","2018-01-31","106099","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan - Dividend option - Weekly dividend","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.3153","2018-01-31","106100","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan - Dividend option - Fortnightly","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.0418","2018-01-31","104270","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan - Dividend option - Daily dividend","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"13.5785","2018-01-31","122319","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan - Bonus Option - Principal Units","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.6643","2018-01-31","120460","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan (Direct) - Weekly Dividend Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"24.6459","2018-01-31","120463","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan (Direct) - Growth Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.0508","2018-01-31","120459","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan (Direct) - Daily Dividend Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.3302","2018-01-31","120462","JM Financial Mutual Fund","JM Money Manager Fund - Super Plan (Direct) - Fortnightly Dividend Option","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.6398","2018-01-31","106102","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan - Dividend option - Weekly dividend","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.3468","2018-01-31","106103","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan - Dividend option - Fortnightly","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"10.1024","2018-01-31","104268","JM Financial Mutual Fund","JM Money Manager Fund - Super Plus Plan - Dividend option - Daily dividend","","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1797.9817","2018-01-31","113251","IDBI Mutual Fund","IDBI UST Growth","INF397L01745","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1056.0692","2018-01-31","118461","IDBI Mutual Fund","IDBI UST Weekly IDCW Direct","INF397L01AU6","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
"1054.9515","2018-01-31","113253","IDBI Mutual Fund","IDBI UST Weekly IDCW","INF397L01737","Open Ended Schemes","Debt Scheme","Ultra Short Duration Fund"
